C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_252.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_252.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_252.jpg,0,0,0,4.966199E-06
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_322.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_322.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_322.jpg,0,0,0,1.551544E-05
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_392.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_392.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_392.jpg,0,0,0,9.247398E-06
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_464.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_464.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_464.jpg,0,0.1328292,0,0.04919773
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_534.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_534.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_534.jpg,0,0.3201246,0,0.2347154
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_608.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_608.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_608.jpg,0,0.5635452,0,0.6656097
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_673.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_673.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_673.jpg,0,0.7429858,0,1.128282
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_747.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_747.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_747.jpg,0,0.9816641,0,1.937431
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_816.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_816.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_816.jpg,0,1,0,2.648914
C:\Users\Panaligan\Desktop\new\IMG\center_2021_12_01_08_47_40_887.jpg,C:\Users\Panaligan\Desktop\new\IMG\left_2021_12_01_08_47_40_887.jpg,C:\Users\Panaligan\Desktop\new\IMG\right_2021_12_01_08_47_40_887.jpg,0,1,0,3.591237
